Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Track ID,Uri,Track_href,Analysis_url,Duration_ms,Time_signature,Lyrics
DÁKITI,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,95,"reggaeton, trap latino, urbano latino",205090,2020-10-30,80,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,audio_features,47EiUVwUp4C9fGccaPuUCS,spotify:track:47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/tracks/47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/audio-analysis/47EiUVwUp4C9fGccaPuUCS,205090,4,"Baby, ya yo me enteré, se nota cuando me ve'
Ahí, donde no has llega'o, sabes que yo te llevaré
Y dime, ¿qué quieres beber?, es que tú eres mi bebé
¿Y de nosotros quién va a hablar, si no nos dejamos ver?

Y a vece' e'Dolce, a vece' Bulgari
Cuando te lo quito después de lo' party
Las copa' de vino, las libra' de mari'
Tú estás bien suelta, yo de safari

Tú muevе' el culo fenomenal
Pa yo devorarte como animal
Si no te ha' veni'o, yo te vo'a esperar
En mi cama, y lo vo'a celebrar

Baby, a ti no me opongo
Y siempre te lo pongo
Y si tú me tira', vamo' a nadar en lo hondo

Si e'por mí, te lo pongo
De septiembre hasta agosto
"
Astronaut In The Ocean,Masked Wolf,spotify:artist:1uU7g3DNSbsu0QjSEqZtEd,63,australian hip hop,132780,2021-01-06,76,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,audio_features,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4,"Astro-naut

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean

She say that I'm cool (damn straight)
I'm like, ""Yeah, that's true"" (that's true)
I believe in G-O-D (ayy)
Don't believe in T-H-O-T
She keep playing me dumb (play me)
I'ma play her for fun (uh-huh)
Y'all don't really know my mental
Lemme give you the picture like stencil
"
The Business,Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,81,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",164000,2020-09-16,78,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,audio_features,6f3Slt0GbA2bPZlz0aIFXN,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4,"Ooh, yeah, yeah
(Ooh, yeah, yeah)
(Ooh, yeah, yeah)
(Ooh, yeah, yeah)

Mama, please don't worry 'bout me
'Cause I'm about to let my heart speak
My friends keep telling me to leave this
So let's get down, let's get down to business

Let's get down (ooh, yeah, yeah)
Let's get down (ooh, yeah, yeah)
Let's get down (ooh, yeah, yeah)
Let's get down, let's get down
Let's gеt down, let's get down

Let's gеt down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business
"
Rain On Me (with Ariana Grande),Lady Gaga,spotify:artist:1HY2Jd0NmPuamShAr6KMms,83,"art pop, dance pop, pop",182200,2020-05-22,72,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,audio_features,24ySl2hOPGCDcxBxFIqWBu,spotify:track:24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu,182200,4,"I didn't ask for a free ride
I only asked you to show me a real good time
I never asked for the rainfall
At least I showed up, you showed me nothing at all

It's coming down on me
Water like misery
It's coming down on me
I'm ready, rain on me

I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me, rain, rain
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me

Rain on me
Mmh, oh yeah, baby
Rain on me

Livin' in a world where no one's innocent
Oh, but at least we try, mmh
"
Dynamite,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,86,"k-pop, k-pop boy group, pop",199053,2020-08-21,0,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,0v1x6rN6JHRapa03JElljE,spotify:track:0v1x6rN6JHRapa03JElljE,https://api.spotify.com/v1/tracks/0v1x6rN6JHRapa03JElljE,https://api.spotify.com/v1/audio-analysis/0v1x6rN6JHRapa03JElljE,199054,4,"Cause I, I, I'm in the stars tonight
So watch me bring the fire and set the night alight
Shoes on, get up in the morn'
Cup of milk, let's rock and roll
King Kong, kick the drum
Rolling on like a Rolling Stone
"
Kiss Me More (feat. SZA),Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87,"dance pop, pop",208866,2021-04-09,78,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,audio_features,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,4,"We hug and, yes, we make love
And always just say, ""Goodnight"" (la-la-la, la-la-la)
And we cuddle, sure, I do love it
But I need your lips on mine

(Can you kiss me more?)
We're so young, boy, we ain't got nothing to lose, uh-oh
(It's just principle)
Baby, hold me 'cause I like the way you groove, uh-oh

Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la, la-la
All on my tongue, I want it (la-la-la, la-la)
Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la, la-la
All on my tongue, I want it (la-la-la, la-la)

I, I feel like cuffing something
But we can be corny, okay
Sugar, I ain't no dummy-dummy
I like to say, ""What if?""
But if we could kiss and just cut the rubbish
Then I might be on to something
I ain't giving you one in public
I'm giving you hundreds, come get
"
telepatía,Kali Uchis,spotify:artist:1U1el3k54VvEUzo3ybLPlM,83,colombian pop,160191,2020-12-04,85,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,160191,4,"¿Quién lo diría?
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente, la mente te la volaría
De noche y de día, de noche y de día

You know I'm just a flight away
If you wanted, you can take a private plane
A kilómetros estamos conectando
Y me prendes aunque no me estés tocando

You know I got a lot to say
All these voices in the background of my brain
Y me dicen todo lo que estás pensando
"
Levitating (feat. DaBaby),Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,86,"dance pop, pop, uk pop",203064,2020-10-01,74,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,463CkQjx2Zk1yXoBuierM9,spotify:track:463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/tracks/463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/audio-analysis/463CkQjx2Zk1yXoBuierM9,203064,4,"BILLBOARD BABY, Dua Lipa make 'em dance when it come on
E'rybody lookin' for a dance floor to run on

If you wanna run away with me, I know a galaxy
And I can take you for a ride
I had a premonition that we fell into a rhythm
Where the music don't stop for life
Glitter in the sky, glitter in my eyes
Shining just the way I like
If you're feeling like you need a little bit of company
You met me at the perfect time

You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading
Yeah, yeah, yeah, yeah, yeah

I got you, moonlight, you're my starlight
I need you all night, come on, dance with me
I'm levitating
You, moonlight, you're my starlight (you're the moonlight)
I need you all night, come on, dance with me
I'm levitating

I'm one of the greatest, ain't no debatin' on it (let's go)
I'm still levitatin', I'm heavily medicated
Ironic, I gave 'em love, and they end up hatin' on me (cold)
She told me she love me, and she'd been waitin'
Been fightin' hard for your love, and I'm runnin' thin on my patience
Needed someone to hug, even took it back to the basics

You see what you got me out here doin'? (Yeah)
Might've threw me off, but can't nobody stop the movement, uh-uh
"
My Universe,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,86,"permanent wave, pop",228000,2021-09-24,80,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,audio_features,3FeVmId7tL5YN8B7R3imoM,spotify:track:3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/tracks/3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/audio-analysis/3FeVmId7tL5YN8B7R3imoM,228000,4,"You (you), you are (you are) my universe
And I (I) just want (just want) to put you first
And you (you), you are (you are) my universe, and I

In the night, I lie and look up at you
When the morning comes, I watch you rise
There's a paradise they couldn't capture
That bright infinity inside your eyes

매일 밤 네게 날아가 (가)
꿈이란 것도 잊은 채
나 웃으며 너를 만나 (나)
Never-ending forever, baby

You (you), you are (you are) my universe
And I (I) just want (just want) to put you first
And you (you), you are (you are) my universe
And you make my world light up inside

어둠이 내겐 더 편했었지
"
Super Freaky Girl,Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,87,"hip pop, pop, queens hip hop, rap",170977,2022-08-12,76,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,audio_features,4C6Uex2ILwJi9sZXRdmqXp,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/tracks/4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/audio-analysis/4C6Uex2ILwJi9sZXRdmqXp,170977,4,"She's alright
That girl's alright with me, yeah
Ayy-yo (hey, hey, hey, hey)

I can lick it, I can ride it while you slipping and sliding
I can do all them little tricks, and keep the d- up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me 'lone, he always tell me he miss it

He want a F-R-E, A-K
F-R-E, A-K, A-K, A-K, A-K
E-A-K, F-R-E-A-K

Uh, okay, one thing about me, I'm the baddest alive
He know the prettiest - didn't come until I arrive
I don't let - get to me, I - they man if they try
I got a princess face, a killer body, samurai mind
They can't be Nicki, they so stupid, I just laugh when they try
A thong bikini up my -, I think I'll go for a dive
His ex - went up against me, but she didn't survive
On applications, I write ""pressure"" 'cause that's what I apply (brrr)
"
Pink Venom,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,81,"k-pop, k-pop girl group, pop",186964,2022-08-19,70,0.798,0.697,0,-7.139,1,0.0891,0.0202,0.0,0.259,0.745,90.031,audio_features,0skYUMpS0AcbpjcGsAbRGj,spotify:track:0skYUMpS0AcbpjcGsAbRGj,https://api.spotify.com/v1/tracks/0skYUMpS0AcbpjcGsAbRGj,https://api.spotify.com/v1/audio-analysis/0skYUMpS0AcbpjcGsAbRGj,186964,4,"Blackpink
Blackpink
Blackpink
Blackpink

Kick in the door, waving the coco'
팝콘이나 챙겨 껴들 생각 말고
I talk that talk, runways I walk-walk
눈 감고, pop-pop, 안 봐도 척

One by one, then two by two
내 손끝 툭 하나에 다 무너지는 중
가짜 쇼 치곤 화려했지
Makes no sense, you couldn't get a dollar out of me

자, 오늘 밤이야, 난 독을 품은 꽃
네 혼을 빼앗은 다음, look what you made us do
천천히 널 잠재울 fire
잔인할 만큼 아름다워 (I bring the pain like)

This that pink venom, this that pink venom
This that pink venom (get 'em, get 'em, get 'em)
Straight to ya dome like whoa-whoa-whoa
"
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,74,lgbtq+ hip hop,212352,2021-09-17,79,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,audio_features,5Z9KJZvQzH6PFmb8SNkxuk,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/tracks/5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/audio-analysis/5Z9KJZvQzH6PFmb8SNkxuk,212353,4,"(D-D-Daytrip took it to ten)

Baby back, ayy, couple racks, ayy
Couple Grammys on him, couple plaques, ayy
That's a fact, ayy, throw it back, ayy
Throw it back, ayy

And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah

I told you long ago on the road
I got what they waiting for
I don't run from nothing, dog, get your soldiers
Tell 'em I ain't layin' low
You was never really rooting for me anyway
When I'm back up at the top, I wanna hear you say
He don't run from nothin', dog, get your soldiers
Tell 'em that the break is over (uh)

Need to, uh, need to get this album done
Need a couple number ones
Need a plaque on every song
Need me like one with Nicki now
Tell a rap - I don't see ya (hah)
I'm a pop - like Bieber (hah)
I don't -, I'm queer (hah)
But these - like Madea, yeah, yeah, yeah, ayy (yeah)
"
First Class,Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,84,"deep underground hip hop, kentucky hip hop, pop rap, rap",173947,2022-04-08,15,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,audio_features,1rDQ4oMwGJI7B4tovsBOxc,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/tracks/1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/audio-analysis/1rDQ4oMwGJI7B4tovsBOxc,173948,4,"Uh

I been a (G), throw up the (L)
Sex in the (AM), uh-huh (O-R-O-U-S, yeah)
And I could put you in (first class, up in the sky)
I could put you in (first class, up in the, up-up in the)

I been a (G), throw up the (L)
Sex in the (AM), uh-huh (O-R-O-U-S, yeah)
And I could put you in (first class, up in the sky)
I could put you in (first class, up in the, up-up in the)

I could see the whole city from this balcony
Back in 2019, I was outside freely, but now they got it out for me
I'on care what frat that you was in
You can't alpha me, keep dreaming

Pineapple juice, I give her sweet, sweet, sweet semen
I know what they like, so I just keep cheesing
Hard drive full of heat seeking
"
Bad Habit,Steve Lacy,spotify:artist:57vWImR43h4CaDao012Ofp,80,afrofuturism,232066,2022-07-15,83,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,audio_features,4k6Uh1HXdhtusDW5y8Gbvy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/tracks/4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/audio-analysis/4k6Uh1HXdhtusDW5y8Gbvy,232067,4,"(I wish I knew you) wanted me
I wish I knew, I wish I knew you wanted me
I wish I knew, I wish I knew you wanted me

What you, ooh, uh, what you do?
Made a move, coulda made a move
If I knew I'd be with you
Is it too late to pursue?

I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

I wish I knew, I wish I knew you wanted me
I wish I knew (oh), I wish I knew you wanted me
"
Heat Waves,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,73,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",238805,2020-08-06,26,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,02MWAaffLxlfxAUY7c5dvx,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4,"(Last night, all I think about is you)
(Don't stop, baby, you can walk)

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been faking me out
Can't make you happier now

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been faking me out
Can't make you happier now

Usually, I put something on TV
So we never think about you and me
But today I see our reflections clearly
In Hollywood, laying on the screen

You just need a better life than this
You need something I can never give
Fake water all across the road
It's gone now, the night has come, but

Sometimes all I think about is you
"
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,613026,2021-11-12,87,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027,4,"I walked through the door with you
The air was cold
But something 'bout it felt like home somehow
And I, left my scarf there at your sister's house
And you've still got it in your drawer even now

Oh, your sweet disposition
And my wide-eyed gaze
We're singing in the car, getting lost upstate
Autumn leaves falling down like pieces into place
And I can picture it after all these days

And I know it's long gone and that magic's not here no more
And I might be okay, but I'm not fine at all

'Cause there we are again on that little town street
You almost ran the red 'cause you were looking over at me
Wind in my hair, I was there
I remember it all too well

Photo album on the counter
Your cheeks were turning red
You used to be a little kid with glasses in a twin-sized bed
And your mother's telling stories 'bout you on the tee-ball team
You told me 'bout your past thinking your future was me

And you were tossing me the car keys
""F- the patriarchy"" keychain on the ground
We were always skipping town
And I was thinking on the drive down
Any time now, he's gonna say it's love
You never called it what it was

'Til we were dead and gone and buried
Check the pulse and come back swearing it's the same
After three months in the grave
And then you wondered where it went to as I reached for you
But all I felt was shame, and you held my lifeless frame

And I know it's long gone, and there was nothing else I could do
And I forget about you long enough to forget why I needed to

'Cause there we are again in the middle of the night
"
Heartbreak Anniversary,Giveon,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,75,r&b,198370,2020-03-27,82,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,audio_features,3FAJ6O0NOHQV8Mc5Ri6ENp,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp,198371,3,"Balloons are deflated
Guess they look lifeless like me
We miss you on your side of the bed, mm-mm
Still got your things here
And they stare at me like souvenir
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me, but that'll last for never
It's cold outside, like when you walked out my life
Why you walk out my life?

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
"
Rare,Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,81,"pop, post-teen pop",220589,2020-01-10,63,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,audio_features,7HMmFQsKsljwTw8bS7lu19,spotify:track:7HMmFQsKsljwTw8bS7lu19,https://api.spotify.com/v1/tracks/7HMmFQsKsljwTw8bS7lu19,https://api.spotify.com/v1/audio-analysis/7HMmFQsKsljwTw8bS7lu19,220590,4,"Baby (baby)
You've been so distant from me lately (lately)

And lately (and lately)
Don't even want to call you baby (baby)

Saw us getting older (older)
Burning toast in the toaster
My ambitions were too high (high)
Waiting up for you upstairs (upstairs)
Why you act like I'm not there?
Baby, right now it feels like

It feels like you don't care
Oh, why don't you recognize I'm so rare?

Always there
You don't do the same for me
That's not fair

I don't have it all
I'm not claiming to
But I know that I'm special (special)
Yeah
And I'll bet there's somebody else out there
To tell me I'm rare
To make me feel rare

Baby (baby)
Don't make me count up all the reasons
To stay with you
"
Eyes Closed,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,87,"pop, singer-songwriter pop, uk pop",194848,2023-03-24,37,0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,audio_features,07bsRv0pcpbG4zJeLsUs1p,spotify:track:07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/tracks/07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/audio-analysis/07bsRv0pcpbG4zJeLsUs1p,194849,4,"I know it's a bad idea
But how can I help myself?
Been inside for most this year
And I thought a few drinks, they might help
It's been a while, my dear
Dealin' with the cards life dealt
I'm still holdin' back these tears
While my friends are somewhere else

I pictured this year a little bit different when it hit February
I step in the bar, it hit me so hard, oh, how can it be this heavy?
Every song reminds me you're gone, and I feel the lump form in my throat
'Cause I'm here alone

Just dancin' with my eyes closed
'Cause everywhere I look, I still see you
And time is movin' so slow
And I don't know what else that I can do
So I'll keep dancin' with my

Eye-eye-eye-eyes
Eye-eye-eye-eyes closed
Eye-eye-eye-eyes
So I'll keep dancin' with my-
"
Woman,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87,"dance pop, pop",172626,2021-06-25,85,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,audio_features,6Uj1ctrBOjOas8xZXGqKk4,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627,4,"Hey, woman
Hey, woman

Woman
Let me be your woman
Woman, woman, woman
I can be your woman
Woman, woman, woman
Let me be your woman
Woman, woman, woman
I can be your woman
Woman, woman, woman

Know what you need
She give tenfold, come here, papa, plant your seed
She can grow it from the womb, a family
Provide loving, overlooked and unappreciated, you see? (Yeah)

You can't reciprocate, I got delicious taste
You need a woman's touch in your place
Just protect her and keep her safe
Baby, worship my hips and waist
So feminine with grace
I touch your soul when you hear me say
""(Boy), let me be your woman""
"
pov,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,89,pop,201882,2020-10-30,75,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,audio_features,3UoULw70kMsiVXxW0L3A33,spotify:track:3UoULw70kMsiVXxW0L3A33,https://api.spotify.com/v1/tracks/3UoULw70kMsiVXxW0L3A33,https://api.spotify.com/v1/audio-analysis/3UoULw70kMsiVXxW0L3A33,201882,4,"It's like you got superpowers
Turn my minutes into hours
You got more than 20-20, babe
Made of glass the way you see through me

You know me better than I do
Can't seem to keep nothing from you
How you touch my soul from the outside?
Permeate my ego and my pride

I wanna love me (ooh)
The way that you love me (ooh)
Ooh, for all of my pretty
And all of my ugly too
I'd love to see me from your point of view
I wanna trust me (trust me)
The way that you trust me (trust me)
Ooh, 'cause nobody ever loved me like you do
I'd love to see me from your point of view

"
Butter,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,86,"k-pop, k-pop boy group, pop",164441,2021-05-21,2,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,audio_features,3VqeTFIvhxu3DIe4eZVzGq,spotify:track:3VqeTFIvhxu3DIe4eZVzGq,https://api.spotify.com/v1/tracks/3VqeTFIvhxu3DIe4eZVzGq,https://api.spotify.com/v1/audio-analysis/3VqeTFIvhxu3DIe4eZVzGq,164442,4,"Smooth like butter, like a criminal undercover
Gon' pop like trouble breaking into your heart like that, ooh
Cool shade, stunner, yeah, I owe it all to my mother, uh
Hot like summer, yeah, I'm making you sweat like that (break it down!)

Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow, so
Ooh (do the boogie, like)

A side step, right-left, to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step, right-left, to my beat
Get it, let it roll

Smooth like butter, pull you in like no other
Don't need no Usher to remind me you got it bad
Ain't no other that can sweep you up like a robber
Straight up, I (got ya)
"
Fair Trade (with Travis Scott),Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",291175,2021-09-03,86,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,audio_features,40iJIUlhi6renaREYGeIDS,spotify:track:40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS,291175,4,"I don't understand why you blame me
Just take me as I am, it's the same me
We should be (Yeah)
Senseless sight to see
Yeah
Senseless sight to see
Ayy

Feelin' young but they treat me like the OG
And they want the tea on me, I swear these bitches nosey
Said he put some money on my head, I guess we gon' see
I won't put no money on his head, my niggas owe me
I gotta be single for a while, you can't control me
Uno, dos, tres, in a race, they can't hold me
And I show my face in a case so you know it's me
Imitation isn't flattery, it's just annoyin' me
And I'm too about it
And the dirt that they threw on my name
Turned to soil and I grew up out it
Time for y'all to figure out what y'all gon' do about it
Big wheels keep rollin', rollin'

I'm outside, twenty-nine, G5, seaside
I've been losin' friends and findin' peace
But honestly that sound like a fair trade to me
If I ever hurt one and I'm still here
Outside, frontline, Southside
I've been losin' friends and findin' peace
Honestly that sound like a fair trade to me

Look, don't invite me over if you throw another pity party
Lookin' back, it's hard to tell you where I started
I don't know who love me, but I know that it ain't everybody
I can never love her, she a busy body
Baby, if you want me, can't be turnin' up with everybody, nah
Can't be fuckin' on just anybody, yeah
I got feelings for you, that's the thing about it, yeah
You know that it's somethin' when I sing about it, yeah
"
Todo De Ti,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,86,"puerto rican pop, reggaeton, trap latino, urbano latino",199604,2021-05-20,78,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,audio_features,4fSIb4hdOQ151TILNsSEaF,spotify:track:4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/tracks/4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/audio-analysis/4fSIb4hdOQ151TILNsSEaF,199604,4,"One, two
One, two, three

El viento soba tu cabello
Uh, uh, uh, uh, uh
Me matan esos ojos bellos
Uh, uh, uh, uh, uh

Me gusta tu olor, de tu piel, el color
Y como me haces sentir
Me gusta tu boquita, ese labial rosita
Y cómo me besas a mí

Contigo quiero despertar
Hacerlo después de fumar (ey)
Ya no tengo na' que buscar
Algo fuera de aquí

Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí

Aceleraste mis latidos
Es que me gusta todo de ti
De to'as tus partes, ¿cuál decido?
Es que me gusta todo de ti
"
You Right,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87,"dance pop, pop",186173,2021-06-25,81,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,audio_features,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez,186173,4,"(Gotta let him know)

I got a man but I want you
I got a man but I want you
And it's just nerves, it's just—
Makin' me think 'bout someone new
You know I got so much to say
I try to hide it in my face
And it don't work, you see through
That I just wanna get with you
And you right

You right, I got my guy
But I, I can't help it, I want you
Say, you right, I got my guy
But I, I can't help it, I want you

I can't stop and look the other way
'Cause I know what could be, babe
And you never feel the same
You'd be thinkin' 'bout it every day
Don't believe in fairy tales
But we got our fantasies

And it's me and you, no she
"
